position,company,communication skills,problem solving,attention to detail,interpersonal skills,decision making,teamwork,has_2 years,has_3 years,has_4 years,has_5 years,has_10 years,has_1 year,has_bachelor,has_master,has_phd ,has_msc ,has_ba ,has_bsc ,has_b.s ,has_ph.d ,has_b.s.,has_b.a ,has_python,has_sql,has_power bi,has_excel,has_tableau,has_java,has_c++,City,State,machine learning engineer,data scientist,research analyst,data analyst,data engineer,research scientist,has_ r 
research coordinator,NYU Langone Health,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
senior data scientist,Weight Watchers International,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,True,False,False,False,False,True
data research analyst,Northwell Health,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New Hyde Park, NY,False,False,True,False,False,False,False
machine learning,Twitter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
"fulfillment data specialist, bureau of alcohol and drug use prevention, care, and treatment",DEPT OF HEALTH/MENTAL HYGIENE,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Queens, NY,False,False,False,False,False,False,False
administrative assistant,Columbia University,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
"vp, data science",AppNexus,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,New York, NY,False,False,False,False,False,False,False
senior quantitative scientist,Gro Intelligence,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,New York, NY,False,False,False,False,False,False,False
"associate research scientist, cca",Simons Foundation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,True,False
machine learning engineer,IBM,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,New York, NY,True,False,False,False,False,False,False
associate scientist,New York Genome Center,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
diversity & inclusion data analyst,FIRE DEPARTMENT,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Brooklyn, NY,False,False,False,True,False,False,True
digital data scientist - marketing analyst,The Children's Place,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Secaucus, NJ,False,True,False,False,False,False,False
"data analyst ii, oncological sciences",Mount Sinai,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,True,False,False,False
quantitative investment analyst,New Amsterdam Partners LLC,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
research scientist,Columbia University,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Palisades, NY,False,False,False,False,False,True,False
"manager, data science & analytics: bloomingdale's new york, ny",Bloomingdale's,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,New York, NY,False,False,False,False,False,False,True
geologist,DEPT OF ENVIRONMENT PROTECTION,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Manhattan, NY,False,False,False,False,False,False,False
basic scientist,Rutgers University,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Newark, NJ,False,False,False,False,False,False,False
deep learning scientist,AIG,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,New York, NY,False,False,False,False,False,False,False
technology operation intelligence analyst,Medidata Solutions,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,New York, NY,False,False,False,False,False,False,False
"staff engineer, data",Harry's,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
senior data scientist (financial services),Ayasdi,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,New York, NY,False,True,False,False,False,False,False
secretary i,NYU Langone Health,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
"associate program officer, crohn’s disease",The Helmsley Charitable Trust,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
